customer_id,signup_date,signup_cohort,acquisition_channel,plan_type,monthly_charge_inr,payment_method,avg_sessions_per_month,support_tickets_per_month,tenure_months,churned,churn_date,last_active_date
CUST00721,2025-11-16,2025-11,Paid Ads,Standard,599,Net Banking,15.3,0,7,False,,2026-06-21
CUST00722,2024-06-21,2024-06,Organic,Basic,299,Credit Card,5.0,1,6,True,2024-12-21,2024-12-21
CUST00723,2024-03-03,2024-03,Organic,Standard,599,Credit Card,15.9,0,27,False,,2026-06-21
CUST00724,2025-08-22,2025-08,Paid Ads,Basic,299,Debit Card,6.9,0,2,True,2025-10-22,2025-10-22
CUST00725,2025-04-06,2025-04,Organic,Premium,999,UPI,13.3,0,14,False,,2026-06-21
CUST00726,2025-10-14,2025-10,Organic,Basic,299,Debit Card,8.4,2,8,False,,2026-06-21
CUST00727,2024-05-24,2024-05,Referral,Basic,299,UPI,31.5,1,3,True,2024-08-24,2024-08-24
CUST00728,2025-09-18,2025-09,Organic,Basic,299,Debit Card,7.6,1,9,False,,2026-06-21
CUST00729,2024-07-17,2024-07,Referral,Premium,999,UPI,8.0,0,23,False,,2026-06-21
CUST00730,2024-06-04,2024-06,Organic,Standard,599,UPI,7.3,0,24,False,,2026-06-21
CUST00731,2024-06-23,2024-06,Referral,Standard,599,Credit Card,14.7,0,24,False,,2026-06-21
CUST00732,2025-09-15,2025-09,Referral,Premium,999,UPI,11.9,1,9,False,,2026-06-21
CUST00733,2025-06-11,2025-06,Organic,Premium,999,Credit Card,13.2,0,12,False,,2026-06-21
CUST00734,2025-03-26,2025-03,Paid Ads,Standard,599,UPI,8.3,0,15,False,,2026-06-21
CUST00735,2024-11-03,2024-11,Organic,Basic,299,UPI,1.5,0,19,False,,2026-06-21
CUST00736,2025-10-03,2025-10,Referral,Premium,999,Credit Card,10.1,0,8,False,,2026-06-21
CUST00737,2024-12-16,2024-12,Referral,Basic,299,Credit Card,7.8,0,1,True,2025-01-16,2025-01-16
CUST00738,2025-09-05,2025-09,Paid Ads,Standard,599,UPI,4.8,0,1,True,2025-10-05,2025-10-05
CUST00739,2025-01-21,2025-01,Paid Ads,Standard,599,Credit Card,6.0,1,12,True,2026-01-21,2026-01-21
CUST00740,2024-11-10,2024-11,Organic,Standard,599,UPI,8.7,0,19,False,,2026-06-21
CUST00741,2025-01-19,2025-01,Referral,Standard,599,UPI,8.7,1,17,False,,2026-06-21
CUST00742,2024-09-25,2024-09,Organic,Standard,599,UPI,12.3,1,5,True,2025-02-25,2025-02-25
CUST00743,2025-08-04,2025-08,Organic,Premium,999,Net Banking,11.9,0,10,False,,2026-06-21
CUST00744,2025-02-19,2025-02,Paid Ads,Basic,299,Credit Card,10.1,1,1,True,2025-03-19,2025-03-19
CUST00745,2024-08-11,2024-08,Organic,Basic,299,UPI,5.4,1,9,True,2025-05-11,2025-05-11
CUST00746,2025-11-02,2025-11,Referral,Standard,599,Credit Card,11.3,0,7,False,,2026-06-21
CUST00747,2024-12-10,2024-12,Organic,Premium,999,Debit Card,24.7,0,18,False,,2026-06-21
CUST00748,2025-03-11,2025-03,Paid Ads,Basic,299,UPI,9.7,0,15,False,,2026-06-21
CUST00749,2025-11-25,2025-11,Organic,Basic,299,Debit Card,7.1,1,7,False,,2026-06-21
CUST00750,2025-05-20,2025-05,Organic,Basic,299,UPI,4.6,1,7,True,2025-12-20,2025-12-20
CUST00751,2024-04-16,2024-04,Paid Ads,Basic,299,Debit Card,8.6,0,2,True,2024-06-16,2024-06-16
CUST00752,2025-11-19,2025-11,Partner,Premium,999,Credit Card,12.2,0,7,False,,2026-06-21
CUST00753,2025-05-23,2025-05,Referral,Standard,599,UPI,13.4,1,13,False,,2026-06-21
CUST00754,2024-10-24,2024-10,Organic,Standard,599,UPI,4.7,0,20,False,,2026-06-21
CUST00755,2024-05-11,2024-05,Organic,Standard,599,Net Banking,9.3,0,25,False,,2026-06-21
CUST00756,2025-09-14,2025-09,Referral,Standard,599,Debit Card,12.5,1,2,True,2025-11-14,2025-11-14
CUST00757,2025-05-02,2025-05,Paid Ads,Basic,299,Credit Card,8.8,1,3,True,2025-08-02,2025-08-02
CUST00758,2025-03-23,2025-03,Organic,Basic,299,UPI,6.7,0,11,True,2026-02-23,2026-02-23
CUST00759,2025-11-28,2025-11,Referral,Standard,599,UPI,8.6,0,3,True,2026-02-28,2026-02-28
CUST00760,2025-08-05,2025-08,Referral,Basic,299,UPI,4.2,0,3,True,2025-11-05,2025-11-05
CUST00761,2024-05-27,2024-05,Partner,Basic,299,UPI,10.3,1,16,True,2025-09-27,2025-09-27
CUST00762,2024-10-05,2024-10,Partner,Basic,299,Credit Card,10.5,0,20,False,,2026-06-21
CUST00763,2024-08-19,2024-08,Referral,Basic,299,Debit Card,3.5,1,2,True,2024-10-19,2024-10-19
CUST00764,2025-08-21,2025-08,Organic,Basic,299,Credit Card,12.9,3,2,True,2025-10-21,2025-10-21
CUST00765,2024-02-12,2024-02,Organic,Standard,599,UPI,7.5,0,10,True,2024-12-12,2024-12-12
CUST00766,2025-04-18,2025-04,Paid Ads,Basic,299,Credit Card,6.5,1,2,True,2025-06-18,2025-06-18
CUST00767,2025-08-04,2025-08,Paid Ads,Premium,999,Net Banking,29.8,0,6,True,2026-02-04,2026-02-04
CUST00768,2025-10-22,2025-10,Paid Ads,Basic,299,Debit Card,21.4,1,8,False,,2026-06-21
CUST00769,2024-11-17,2024-11,Organic,Standard,599,Credit Card,5.4,1,12,True,2025-11-17,2025-11-17
CUST00770,2025-09-10,2025-09,Paid Ads,Premium,999,Net Banking,8.8,0,1,True,2025-10-10,2025-10-10
CUST00771,2024-04-20,2024-04,Paid Ads,Premium,999,Debit Card,9.3,0,26,False,,2026-06-21
CUST00772,2025-10-06,2025-10,Organic,Premium,999,UPI,26.2,0,8,False,,2026-06-21
CUST00773,2024-05-25,2024-05,Organic,Basic,299,UPI,5.7,0,24,True,2026-05-25,2026-05-25
CUST00774,2024-12-14,2024-12,Paid Ads,Basic,299,Net Banking,3.4,1,1,True,2025-01-14,2025-01-14
CUST00775,2025-09-11,2025-09,Referral,Basic,299,Credit Card,17.1,0,1,True,2025-10-11,2025-10-11
CUST00776,2024-05-11,2024-05,Organic,Basic,299,UPI,11.7,1,20,True,2026-01-11,2026-01-11
CUST00777,2024-08-18,2024-08,Paid Ads,Basic,299,Credit Card,31.5,0,14,True,2025-10-18,2025-10-18
CUST00778,2025-07-27,2025-07,Referral,Premium,999,Credit Card,16.6,1,11,False,,2026-06-21
CUST00779,2025-07-23,2025-07,Paid Ads,Standard,599,Net Banking,10.0,1,1,True,2025-08-23,2025-08-23
CUST00780,2025-05-22,2025-05,Organic,Standard,599,UPI,11.5,1,1,True,2025-06-22,2025-06-22
CUST00781,2025-07-18,2025-07,Paid Ads,Premium,999,Credit Card,11.2,0,11,False,,2026-06-21
CUST00782,2025-03-24,2025-03,Organic,Standard,599,Debit Card,19.9,1,15,False,,2026-06-21
CUST00783,2024-08-23,2024-08,Partner,Standard,599,UPI,20.4,0,22,False,,2026-06-21
CUST00784,2024-11-11,2024-11,Organic,Standard,599,UPI,5.2,0,19,True,2026-06-11,2026-06-11
CUST00785,2024-06-21,2024-06,Paid Ads,Basic,299,Net Banking,14.4,1,2,True,2024-08-21,2024-08-21
CUST00786,2025-11-12,2025-11,Organic,Basic,299,Credit Card,4.3,1,7,False,,2026-06-21
CUST00787,2025-04-05,2025-04,Paid Ads,Premium,999,Credit Card,39.8,0,14,False,,2026-06-21
CUST00788,2024-12-23,2024-12,Paid Ads,Premium,999,Credit Card,25.3,0,18,False,,2026-06-21
CUST00789,2025-01-09,2025-01,Organic,Premium,999,UPI,9.1,0,17,False,,2026-06-21
CUST00790,2025-12-27,2025-12,Paid Ads,Standard,599,Net Banking,11.4,0,6,False,,2026-06-21
CUST00791,2024-05-25,2024-05,Organic,Premium,999,UPI,19.8,0,25,False,,2026-06-21
CUST00792,2025-04-09,2025-04,Organic,Basic,299,UPI,5.6,1,14,False,,2026-06-21
CUST00793,2025-02-22,2025-02,Paid Ads,Basic,299,UPI,3.6,1,12,True,2026-02-22,2026-02-22
CUST00794,2025-05-10,2025-05,Organic,Basic,299,UPI,8.7,0,11,True,2026-04-10,2026-04-10
CUST00795,2024-01-22,2024-01,Referral,Standard,599,Debit Card,9.4,0,29,False,,2026-06-21
CUST00796,2025-10-19,2025-10,Paid Ads,Basic,299,Debit Card,4.7,0,8,False,,2026-06-21
CUST00797,2025-11-01,2025-11,Paid Ads,Basic,299,Net Banking,17.1,0,1,True,2025-12-01,2025-12-01
CUST00798,2025-04-07,2025-04,Organic,Basic,299,UPI,3.8,0,6,True,2025-10-07,2025-10-07
CUST00799,2025-07-04,2025-07,Paid Ads,Standard,599,Debit Card,9.7,0,2,True,2025-09-04,2025-09-04
CUST00800,2025-11-01,2025-11,Referral,Standard,599,Credit Card,11.1,0,7,False,,2026-06-21
CUST00801,2025-07-15,2025-07,Organic,Standard,599,Debit Card,11.8,0,11,False,,2026-06-21
CUST00802,2024-05-08,2024-05,Referral,Basic,299,Debit Card,16.1,0,2,True,2024-07-08,2024-07-08
CUST00803,2025-04-12,2025-04,Organic,Standard,599,UPI,9.1,1,14,False,,2026-06-21
CUST00804,2025-05-22,2025-05,Referral,Standard,599,UPI,3.7,1,13,False,,2026-06-21
CUST00805,2025-01-22,2025-01,Organic,Standard,599,UPI,8.5,0,7,True,2025-08-22,2025-08-22
CUST00806,2025-07-18,2025-07,Referral,Basic,299,Credit Card,12.6,0,11,False,,2026-06-21
CUST00807,2025-11-15,2025-11,Paid Ads,Standard,599,Net Banking,9.5,0,7,False,,2026-06-21
CUST00808,2025-11-17,2025-11,Organic,Premium,999,UPI,12.5,0,1,True,2025-12-17,2025-12-17
CUST00809,2025-01-14,2025-01,Organic,Basic,299,UPI,11.2,0,17,False,,2026-06-21
CUST00810,2024-04-14,2024-04,Paid Ads,Basic,299,UPI,12.1,0,4,True,2024-08-14,2024-08-14
CUST00811,2025-12-18,2025-12,Partner,Basic,299,Debit Card,2.8,0,6,False,,2026-06-21
CUST00812,2025-09-20,2025-09,Organic,Standard,599,UPI,10.1,0,9,False,,2026-06-21
CUST00813,2024-05-18,2024-05,Organic,Basic,299,UPI,7.3,1,12,True,2025-05-18,2025-05-18
CUST00814,2025-11-16,2025-11,Paid Ads,Basic,299,UPI,8.5,0,5,True,2026-04-16,2026-04-16
CUST00815,2025-10-01,2025-10,Paid Ads,Basic,299,Credit Card,2.5,0,8,False,,2026-06-21
CUST00816,2025-03-23,2025-03,Paid Ads,Premium,999,Credit Card,23.1,0,15,False,,2026-06-21
CUST00817,2025-04-27,2025-04,Paid Ads,Standard,599,Debit Card,10.2,0,14,False,,2026-06-21
CUST00818,2024-12-11,2024-12,Organic,Standard,599,UPI,12.5,0,18,False,,2026-06-21
CUST00819,2024-02-15,2024-02,Partner,Premium,999,Credit Card,28.6,0,28,False,,2026-06-21
CUST00820,2024-10-12,2024-10,Paid Ads,Basic,299,UPI,10.6,1,1,True,2024-11-12,2024-11-12
CUST00821,2025-09-08,2025-09,Organic,Premium,999,UPI,8.2,0,9,False,,2026-06-21
CUST00822,2024-01-22,2024-01,Referral,Standard,599,Credit Card,9.8,0,1,True,2024-02-22,2024-02-22
CUST00823,2024-10-20,2024-10,Paid Ads,Basic,299,UPI,12.2,0,7,True,2025-05-20,2025-05-20
CUST00824,2024-12-06,2024-12,Organic,Premium,999,Credit Card,13.4,0,18,False,,2026-06-21
CUST00825,2025-03-03,2025-03,Paid Ads,Premium,999,UPI,27.7,0,15,False,,2026-06-21
CUST00826,2025-11-28,2025-11,Organic,Premium,999,UPI,9.9,1,7,False,,2026-06-21
CUST00827,2024-11-24,2024-11,Paid Ads,Basic,299,Debit Card,17.2,0,19,False,,2026-06-21
CUST00828,2024-11-26,2024-11,Referral,Premium,999,Credit Card,18.5,0,19,False,,2026-06-21
CUST00829,2025-07-13,2025-07,Organic,Premium,999,Debit Card,13.6,0,11,False,,2026-06-21
CUST00830,2025-01-13,2025-01,Organic,Basic,299,Debit Card,10.0,0,2,True,2025-03-13,2025-03-13
CUST00831,2024-07-02,2024-07,Referral,Basic,299,Credit Card,4.5,0,23,False,,2026-06-21
CUST00832,2025-01-05,2025-01,Partner,Basic,299,Debit Card,6.8,0,11,True,2025-12-05,2025-12-05
CUST00833,2024-05-17,2024-05,Paid Ads,Premium,999,Credit Card,16.5,1,3,True,2024-08-17,2024-08-17
CUST00834,2024-06-06,2024-06,Paid Ads,Standard,599,UPI,9.5,0,24,False,,2026-06-21
CUST00835,2025-02-02,2025-02,Paid Ads,Basic,299,UPI,8.5,0,4,True,2025-06-02,2025-06-02
CUST00836,2024-12-04,2024-12,Partner,Basic,299,Credit Card,14.8,0,18,False,,2026-06-21
CUST00837,2025-11-22,2025-11,Referral,Basic,299,UPI,2.6,1,1,True,2025-12-22,2025-12-22
CUST00838,2024-11-26,2024-11,Organic,Standard,599,UPI,12.2,0,19,False,,2026-06-21
CUST00839,2025-04-11,2025-04,Paid Ads,Basic,299,UPI,23.7,0,1,True,2025-05-11,2025-05-11
CUST00840,2025-05-08,2025-05,Paid Ads,Premium,999,UPI,11.5,0,13,False,,2026-06-21
CUST00841,2024-01-12,2024-01,Referral,Standard,599,UPI,5.9,1,29,False,,2026-06-21
CUST00842,2025-06-08,2025-06,Paid Ads,Standard,599,UPI,8.5,0,12,False,,2026-06-21
CUST00843,2024-06-11,2024-06,Paid Ads,Basic,299,UPI,3.3,1,7,True,2025-01-11,2025-01-11
CUST00844,2025-12-22,2025-12,Partner,Basic,299,UPI,9.4,0,6,False,,2026-06-21
CUST00845,2024-05-20,2024-05,Organic,Standard,599,Credit Card,9.8,0,25,False,,2026-06-21
CUST00846,2024-12-08,2024-12,Organic,Basic,299,UPI,9.9,0,3,True,2025-03-08,2025-03-08
CUST00847,2024-03-08,2024-03,Paid Ads,Basic,299,Debit Card,7.5,2,1,True,2024-04-08,2024-04-08
CUST00848,2025-12-26,2025-12,Organic,Premium,999,Debit Card,14.2,0,6,False,,2026-06-21
CUST00849,2025-02-17,2025-02,Organic,Basic,299,Credit Card,10.7,0,16,False,,2026-06-21
CUST00850,2025-04-20,2025-04,Organic,Basic,299,Debit Card,4.0,2,14,False,,2026-06-21
CUST00851,2024-03-20,2024-03,Paid Ads,Basic,299,UPI,10.1,1,1,True,2024-04-20,2024-04-20
CUST00852,2025-08-23,2025-08,Referral,Basic,299,UPI,19.5,0,6,True,2026-02-23,2026-02-23
CUST00853,2024-07-16,2024-07,Paid Ads,Premium,999,Net Banking,9.6,0,1,True,2024-08-16,2024-08-16
CUST00854,2025-11-14,2025-11,Paid Ads,Basic,299,UPI,9.8,1,7,False,,2026-06-21
CUST00855,2024-07-11,2024-07,Organic,Basic,299,Net Banking,17.8,0,23,False,,2026-06-21
CUST00856,2024-06-07,2024-06,Referral,Standard,599,Credit Card,6.1,0,24,False,,2026-06-21
CUST00857,2024-02-16,2024-02,Referral,Basic,299,UPI,13.2,0,28,False,,2026-06-21
CUST00858,2025-02-13,2025-02,Paid Ads,Basic,299,Credit Card,7.1,1,2,True,2025-04-13,2025-04-13
CUST00859,2025-04-27,2025-04,Organic,Basic,299,Credit Card,15.0,0,1,True,2025-05-27,2025-05-27
CUST00860,2024-03-15,2024-03,Organic,Basic,299,UPI,5.0,0,1,True,2024-04-15,2024-04-15
CUST00861,2025-08-24,2025-08,Organic,Basic,299,UPI,8.1,1,6,True,2026-02-24,2026-02-24
CUST00862,2025-01-16,2025-01,Paid Ads,Basic,299,Debit Card,3.3,0,3,True,2025-04-16,2025-04-16
CUST00863,2025-03-27,2025-03,Referral,Premium,999,Credit Card,15.6,0,15,False,,2026-06-21
CUST00864,2025-01-21,2025-01,Referral,Basic,299,UPI,10.7,3,6,True,2025-07-21,2025-07-21
CUST00865,2024-12-23,2024-12,Paid Ads,Standard,599,UPI,13.3,0,18,False,,2026-06-21
CUST00866,2025-04-24,2025-04,Referral,Standard,599,Debit Card,13.0,0,14,False,,2026-06-21
CUST00867,2024-05-09,2024-05,Partner,Standard,599,Credit Card,9.7,1,25,False,,2026-06-21
CUST00868,2024-06-03,2024-06,Organic,Basic,299,Credit Card,3.4,1,10,True,2025-04-03,2025-04-03
CUST00869,2025-10-19,2025-10,Organic,Basic,299,Net Banking,14.8,2,8,False,,2026-06-21
CUST00870,2025-12-20,2025-12,Partner,Standard,599,UPI,10.0,1,6,False,,2026-06-21
CUST00871,2024-11-05,2024-11,Organic,Standard,599,Credit Card,12.3,3,19,False,,2026-06-21
CUST00872,2024-09-10,2024-09,Partner,Standard,599,Debit Card,9.3,0,1,True,2024-10-10,2024-10-10
CUST00873,2025-06-17,2025-06,Partner,Basic,299,Debit Card,26.5,2,10,True,2026-04-17,2026-04-17
CUST00874,2024-12-15,2024-12,Paid Ads,Premium,999,UPI,10.8,0,18,False,,2026-06-21
CUST00875,2024-01-23,2024-01,Referral,Basic,299,UPI,5.7,0,1,True,2024-02-23,2024-02-23
CUST00876,2024-05-25,2024-05,Referral,Basic,299,Debit Card,3.2,2,9,True,2025-02-25,2025-02-25
CUST00877,2025-07-08,2025-07,Paid Ads,Basic,299,UPI,8.7,0,2,True,2025-09-08,2025-09-08
CUST00878,2025-06-15,2025-06,Organic,Basic,299,Net Banking,24.9,0,12,True,2026-06-15,2026-06-15
CUST00879,2024-01-21,2024-01,Organic,Standard,599,UPI,10.8,0,1,True,2024-02-21,2024-02-21
CUST00880,2024-07-14,2024-07,Organic,Standard,599,UPI,11.4,1,23,False,,2026-06-21
CUST00881,2024-08-20,2024-08,Paid Ads,Premium,999,UPI,19.6,0,22,False,,2026-06-21
CUST00882,2025-06-28,2025-06,Organic,Premium,999,Debit Card,14.0,1,12,False,,2026-06-21
CUST00883,2024-01-07,2024-01,Organic,Standard,599,Debit Card,18.8,0,2,True,2024-03-07,2024-03-07
CUST00884,2024-04-21,2024-04,Organic,Standard,599,Credit Card,20.3,1,1,True,2024-05-21,2024-05-21
CUST00885,2025-09-23,2025-09,Referral,Basic,299,Net Banking,5.7,1,1,True,2025-10-23,2025-10-23
CUST00886,2024-06-12,2024-06,Partner,Standard,599,UPI,5.5,1,16,True,2025-10-12,2025-10-12
CUST00887,2025-06-17,2025-06,Partner,Basic,299,UPI,12.4,0,1,True,2025-07-17,2025-07-17
CUST00888,2024-08-17,2024-08,Paid Ads,Basic,299,Debit Card,9.9,0,11,True,2025-07-17,2025-07-17
CUST00889,2024-04-10,2024-04,Referral,Basic,299,Debit Card,4.4,2,2,True,2024-06-10,2024-06-10
CUST00890,2024-08-19,2024-08,Referral,Basic,299,Debit Card,5.4,0,22,False,,2026-06-21
CUST00891,2025-07-14,2025-07,Paid Ads,Standard,599,Debit Card,7.4,0,11,False,,2026-06-21
CUST00892,2025-10-11,2025-10,Paid Ads,Premium,999,UPI,13.9,0,8,False,,2026-06-21
CUST00893,2025-09-02,2025-09,Organic,Basic,299,UPI,14.9,1,2,True,2025-11-02,2025-11-02
CUST00894,2024-12-18,2024-12,Partner,Premium,999,Net Banking,20.4,0,3,True,2025-03-18,2025-03-18
CUST00895,2025-06-07,2025-06,Organic,Standard,599,UPI,15.1,1,12,False,,2026-06-21
CUST00896,2024-07-12,2024-07,Paid Ads,Standard,599,UPI,8.9,1,12,True,2025-07-12,2025-07-12
CUST00897,2024-09-26,2024-09,Paid Ads,Standard,599,Credit Card,32.9,0,20,True,2026-05-26,2026-05-26
CUST00898,2025-11-02,2025-11,Organic,Basic,299,UPI,8.3,1,1,True,2025-12-02,2025-12-02
CUST00899,2024-01-27,2024-01,Organic,Premium,999,Debit Card,11.5,0,29,False,,2026-06-21
CUST00900,2024-03-20,2024-03,Paid Ads,Standard,599,UPI,5.6,1,12,True,2025-03-20,2025-03-20
CUST00901,2024-07-18,2024-07,Organic,Premium,999,Debit Card,11.6,0,23,False,,2026-06-21
CUST00902,2024-01-06,2024-01,Referral,Standard,599,Credit Card,12.6,1,29,False,,2026-06-21
CUST00903,2024-06-24,2024-06,Paid Ads,Premium,999,Credit Card,8.2,1,24,False,,2026-06-21
CUST00904,2025-04-10,2025-04,Paid Ads,Standard,599,Credit Card,6.6,0,3,True,2025-07-10,2025-07-10
CUST00905,2024-12-20,2024-12,Paid Ads,Basic,299,UPI,6.2,1,3,True,2025-03-20,2025-03-20
CUST00906,2025-10-15,2025-10,Paid Ads,Basic,299,Credit Card,5.1,2,8,False,,2026-06-21
CUST00907,2025-09-05,2025-09,Paid Ads,Basic,299,Credit Card,4.9,0,9,False,,2026-06-21
CUST00908,2024-11-20,2024-11,Paid Ads,Standard,599,Credit Card,18.0,0,13,True,2025-12-20,2025-12-20
CUST00909,2024-08-03,2024-08,Referral,Basic,299,UPI,3.0,1,13,True,2025-09-03,2025-09-03
CUST00910,2024-11-05,2024-11,Referral,Premium,999,UPI,14.1,0,12,True,2025-11-05,2025-11-05
CUST00911,2025-04-25,2025-04,Referral,Standard,599,UPI,13.2,0,10,True,2026-02-25,2026-02-25
CUST00912,2024-09-08,2024-09,Organic,Premium,999,Credit Card,11.1,0,10,True,2025-07-08,2025-07-08
CUST00913,2025-05-08,2025-05,Paid Ads,Premium,999,UPI,12.1,0,13,False,,2026-06-21
CUST00914,2024-12-08,2024-12,Partner,Standard,599,Debit Card,10.0,1,1,True,2025-01-08,2025-01-08
CUST00915,2025-04-12,2025-04,Organic,Premium,999,Credit Card,16.9,0,14,False,,2026-06-21
CUST00916,2025-01-24,2025-01,Organic,Standard,599,Debit Card,22.5,1,1,True,2025-02-24,2025-02-24
CUST00917,2024-09-23,2024-09,Paid Ads,Premium,999,Debit Card,8.8,0,1,True,2024-10-23,2024-10-23
CUST00918,2025-12-08,2025-12,Organic,Basic,299,UPI,4.7,0,6,False,,2026-06-21
CUST00919,2025-08-11,2025-08,Organic,Basic,299,Debit Card,4.9,1,10,False,,2026-06-21
CUST00920,2024-05-14,2024-05,Partner,Basic,299,Credit Card,8.1,1,2,True,2024-07-14,2024-07-14
CUST00921,2025-10-08,2025-10,Paid Ads,Standard,599,Debit Card,8.4,0,8,False,,2026-06-21
CUST00922,2025-02-24,2025-02,Organic,Standard,599,Debit Card,14.2,0,6,True,2025-08-24,2025-08-24
CUST00923,2025-11-28,2025-11,Partner,Standard,599,UPI,7.5,1,7,False,,2026-06-21
CUST00924,2025-09-10,2025-09,Partner,Basic,299,UPI,4.8,1,1,True,2025-10-10,2025-10-10
CUST00925,2025-01-07,2025-01,Paid Ads,Premium,999,Credit Card,10.2,0,17,False,,2026-06-21
CUST00926,2024-01-28,2024-01,Organic,Standard,599,Credit Card,10.8,0,1,True,2024-02-28,2024-02-28
CUST00927,2024-09-17,2024-09,Referral,Basic,299,UPI,14.6,3,12,True,2025-09-17,2025-09-17
CUST00928,2025-03-04,2025-03,Referral,Standard,599,UPI,10.0,0,15,True,2026-06-04,2026-06-04
CUST00929,2025-05-13,2025-05,Paid Ads,Standard,599,UPI,7.8,1,13,False,,2026-06-21
CUST00930,2024-08-04,2024-08,Referral,Premium,999,Credit Card,9.4,1,22,False,,2026-06-21
CUST00931,2024-05-05,2024-05,Paid Ads,Standard,599,Net Banking,21.6,1,2,True,2024-07-05,2024-07-05
CUST00932,2025-09-26,2025-09,Organic,Basic,299,Debit Card,2.8,0,9,False,,2026-06-21
CUST00933,2025-12-22,2025-12,Paid Ads,Basic,299,UPI,7.3,0,6,False,,2026-06-21
CUST00934,2025-03-04,2025-03,Organic,Standard,599,UPI,14.7,0,15,False,,2026-06-21
CUST00935,2024-06-18,2024-06,Referral,Premium,999,UPI,12.2,0,24,False,,2026-06-21
CUST00936,2024-09-06,2024-09,Paid Ads,Basic,299,Credit Card,5.8,2,4,True,2025-01-06,2025-01-06
CUST00937,2024-01-24,2024-01,Organic,Premium,999,Debit Card,16.3,0,2,True,2024-03-24,2024-03-24
CUST00938,2025-11-24,2025-11,Paid Ads,Standard,599,UPI,6.2,0,7,False,,2026-06-21
CUST00939,2024-04-23,2024-04,Organic,Premium,999,Credit Card,7.9,1,26,False,,2026-06-21
CUST00940,2025-04-22,2025-04,Organic,Basic,299,Debit Card,10.1,0,12,True,2026-04-22,2026-04-22
CUST00941,2024-09-02,2024-09,Paid Ads,Premium,999,Net Banking,9.5,0,4,True,2025-01-02,2025-01-02
CUST00942,2025-04-23,2025-04,Organic,Premium,999,UPI,13.8,0,14,False,,2026-06-21
CUST00943,2025-06-11,2025-06,Referral,Premium,999,UPI,12.6,0,12,True,2026-06-11,2026-06-11
CUST00944,2025-09-28,2025-09,Organic,Basic,299,UPI,9.6,0,7,True,2026-04-28,2026-04-28
CUST00945,2024-07-14,2024-07,Paid Ads,Basic,299,Credit Card,7.1,0,1,True,2024-08-14,2024-08-14
CUST00946,2024-01-05,2024-01,Referral,Standard,599,Net Banking,13.4,0,25,True,2026-02-05,2026-02-05
CUST00947,2024-05-06,2024-05,Paid Ads,Basic,299,UPI,5.4,0,12,True,2025-05-06,2025-05-06
CUST00948,2025-11-10,2025-11,Paid Ads,Basic,299,UPI,13.0,1,2,True,2026-01-10,2026-01-10
CUST00949,2025-10-08,2025-10,Partner,Basic,299,Debit Card,3.9,0,8,False,,2026-06-21
CUST00950,2025-05-14,2025-05,Organic,Standard,599,Debit Card,18.5,0,1,True,2025-06-14,2025-06-14
CUST00951,2025-05-24,2025-05,Organic,Standard,599,Net Banking,30.0,1,2,True,2025-07-24,2025-07-24
CUST00952,2025-06-03,2025-06,Paid Ads,Basic,299,UPI,8.7,1,11,True,2026-05-03,2026-05-03
CUST00953,2024-06-12,2024-06,Organic,Basic,299,UPI,20.9,0,24,False,,2026-06-21
CUST00954,2025-11-16,2025-11,Partner,Standard,599,UPI,26.5,0,2,True,2026-01-16,2026-01-16
CUST00955,2024-12-28,2024-12,Organic,Standard,599,UPI,8.7,0,18,False,,2026-06-21
CUST00956,2024-12-23,2024-12,Referral,Basic,299,Credit Card,8.4,0,6,True,2025-06-23,2025-06-23
CUST00957,2025-03-17,2025-03,Referral,Basic,299,UPI,5.0,2,2,True,2025-05-17,2025-05-17
CUST00958,2024-02-01,2024-02,Organic,Premium,999,UPI,10.2,0,28,False,,2026-06-21
CUST00959,2024-06-23,2024-06,Paid Ads,Premium,999,Debit Card,14.4,0,24,False,,2026-06-21
CUST00960,2025-07-10,2025-07,Organic,Premium,999,UPI,8.1,0,11,False,,2026-06-21
CUST00961,2024-03-25,2024-03,Paid Ads,Premium,999,Debit Card,18.5,1,27,False,,2026-06-21
CUST00962,2025-05-23,2025-05,Organic,Basic,299,UPI,9.0,1,4,True,2025-09-23,2025-09-23
CUST00963,2024-08-10,2024-08,Partner,Standard,599,Debit Card,14.3,0,22,False,,2026-06-21
CUST00964,2024-12-21,2024-12,Partner,Basic,299,UPI,7.3,0,18,False,,2026-06-21
CUST00965,2024-09-24,2024-09,Organic,Standard,599,Debit Card,14.2,0,3,True,2024-12-24,2024-12-24
CUST00966,2024-11-02,2024-11,Organic,Basic,299,UPI,9.5,0,19,False,,2026-06-21
CUST00967,2025-07-09,2025-07,Referral,Standard,599,UPI,13.1,0,11,False,,2026-06-21
CUST00968,2024-09-22,2024-09,Organic,Standard,599,Debit Card,16.0,0,21,False,,2026-06-21
CUST00969,2025-04-13,2025-04,Referral,Basic,299,UPI,3.8,0,4,True,2025-08-13,2025-08-13
CUST00970,2025-02-25,2025-02,Paid Ads,Standard,599,UPI,7.4,0,7,True,2025-09-25,2025-09-25
CUST00971,2025-06-16,2025-06,Organic,Basic,299,Debit Card,32.7,0,12,False,,2026-06-21
CUST00972,2025-11-18,2025-11,Referral,Basic,299,Debit Card,9.2,1,5,True,2026-04-18,2026-04-18
